Name,Review,Number Of Reviews,Genre,Tags,Dev_Info,Developer,Publisher,Release_Date,link,Price
[Chilla's Art] Parasocial | パラソーシャル,Very Positive,(842),['Indie'],"['Single-player', 'Steam Achievements']",['Indie'],Chilla's Art,Chilla's Art,"26 Aug, 2023",https://store.steampowered.com/app/2314720/Chillas_Art_Parasocial/?snr=1_7_7_7000_150_23,$7.99
Succumate,Very Positive,(772),"['Adventure, Indie, RPG']","['Single-player', 'Steam Cloud']","['Adventure, Indie, RPG']",Dojin Otome,Kagura Games,"21 Nov, 2020",https://store.steampowered.com/app/1278390/Succumate/?snr=1_7_7_7000_150_23,$1.30
Only Up 2,Mostly Negative,(88),"['Action, Indie']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Leaderboards']","['Action, Indie']",SKY Studio,SKY Studio,"18 Dec, 2023",https://store.steampowered.com/app/2653170/Only_Up_2/?snr=1_7_7_7000_150_23,$4.49
Surgeon Simulator 2,Mixed,"(1,121)","['Action, Casual, Indie, Simulation']","['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Includes level editor']","['Action, Casual, Indie, Simulation']",Bossa Studios,tinyBuild,"2 Sep, 2021",https://store.steampowered.com/app/774791/Surgeon_Simulator_2/?snr=1_7_7_7000_150_23,$10.49
Tails Noir Preludes,Very Positive,(190),"['Adventure, Indie']","['Single-player', 'Steam Achievements']","['Adventure, Indie']",Eggnut,Raw Fury,"2 Feb, 2023",https://store.steampowered.com/app/2020030/Tails_Noir_Preludes/?snr=1_7_7_7000_150_23,$5.19
LEGO® Batman™: The Videogame,Very Positive,"(7,499)","['Action, Adventure']","['Single-player', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","['Action, Adventure']",Traveller's Tales,Warner Bros. Interactive Entertainment,"29 Sep, 2008",https://store.steampowered.com/app/21000/LEGO_Batman_The_Videogame/?snr=1_7_7_7000_150_23,$19.99
Scott Pilgrim vs. The World™: The Game – Complete Edition,Mostly Positive,"(1,916)","['Action, Adventure']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Remote Play Together']","['Action, Adventure']",Engine Software,Ubisoft,"5 Jan, 2023",https://store.steampowered.com/app/2215260/Scott_Pilgrim_vs_The_World_The_Game__Complete_Edition/?snr=1_7_7_7000_150_23,$11.99
Made in Abyss: Binary Star Falling into Darkness,Mostly Positive,"(1,360)",['Action'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",['Action'],Chime Corporation,"Spike Chunsoft Co., Ltd.","2 Sep, 2022",https://store.steampowered.com/app/1324340/Made_in_Abyss_Binary_Star_Falling_into_Darkness/?snr=1_7_7_7000_150_23,$26.99
Tomb Raider: Legend,Very Positive,"(4,109)","['Action, Adventure']",['Single-player'],"['Action, Adventure']",Crystal Dynamics,Crystal Dynamics,"7 Apr, 2006",https://store.steampowered.com/app/7000/Tomb_Raider_Legend/?snr=1_7_7_7000_150_23,$0.48
5D Chess With Multiverse Time Travel,Overwhelmingly Positive,"(6,228)",['Indie'],"['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Remote Play Together']",['Indie'],Conor Petersen,Conor Petersen,"22 Jul, 2020",https://store.steampowered.com/app/1349230/5D_Chess_With_Multiverse_Time_Travel/?snr=1_7_7_7000_150_23,$11.99
GOD EATER 3,Very Positive,"(6,438)",['Action'],"['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",['Action'],BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,"8 Feb, 2019",https://store.steampowered.com/app/899440/GOD_EATER_3/?snr=1_7_7_7000_150_23,$32.99
Verdun,Very Positive,"(28,058)","['Action, Indie, Massively Multiplayer, Simulation, Strategy']","['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","['Action, Indie, Massively Multiplayer, Simulation, Strategy']",BlackMill Games,BlackMill Games,"28 Apr, 2015",https://store.steampowered.com/app/242860/Verdun/?snr=1_7_7_7000_150_23,$10.49
DEEMO -Reborn-,Very Positive,"(2,971)","['Action, Adventure']","['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Supported', 'Steam Cloud']","['Action, Adventure']",Rayark International Limited,Rayark International Limited,"4 Sep, 2020",https://store.steampowered.com/app/1282210/DEEMO_Reborn/?snr=1_7_7_7000_150_23,$24.99
SPORE™ Galactic Adventures,Very Positive,"(5,968)","['Action, Simulation']",['Single-player'],"['Action, Simulation']",EA - Maxis,Electronic Arts,"23 Jun, 2009",https://store.steampowered.com/app/24720/SPORE_Galactic_Adventures/?snr=1_7_7_7000_150_23,$19.99
Stella of The End,Overwhelmingly Positive,(681),"['Adventure, Casual, Simulation']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure, Casual, Simulation']",VisualArts/Key,VisualArts,"26 Sep, 2023",https://store.steampowered.com/app/2510770/Stella_of_The_End/?snr=1_7_7_7000_150_23,$10.49
Patrick's Parabox,Overwhelmingly Positive,"(2,845)","['Casual, Indie, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Casual, Indie, Strategy']",Patrick Traynor,Patrick Traynor,"29 Mar, 2022",https://store.steampowered.com/app/1260520/Patricks_Parabox/?snr=1_7_7_7000_150_23,$10.49
Isle of Arrows,Very Positive,(718),"['Indie, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']","['Indie, Strategy']",Gridpop,Gridpop,"8 Sep, 2022",https://store.steampowered.com/app/1946970/Isle_of_Arrows/?snr=1_7_7_7000_150_23,$12.99
NavalArt,Very Positive,"(1,378)","['Indie, Simulation, Strategy, Early Access']","['Single-player', 'Online PvP', 'Steam Workshop']","['Indie, Simulation, Strategy, Early Access']",Rigidbody,Rig&Zig Entertainment,"20 Jun, 2018",https://store.steampowered.com/app/842780/NavalArt/?snr=1_7_7_7000_150_23,$14.99
Iron Lung,Very Positive,"(6,746)","['Adventure, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Adventure, Indie, Simulation']",David Szymanski,David Szymanski,"10 Mar, 2022",https://store.steampowered.com/app/1846170/Iron_Lung/?snr=1_7_7_7000_150_23,$4.49
Leisure Suit Larry - Wet Dreams Don't Dry,Very Positive,"(1,098)",['Adventure'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",['Adventure'],CrazyBunch,Assemble Entertainment,"7 Nov, 2018",https://store.steampowered.com/app/765870/Leisure_Suit_Larry__Wet_Dreams_Dont_Dry/?snr=1_7_7_7000_150_23,$1.49
Cube Escape: Paradox,Overwhelmingly Positive,"(8,991)","['Adventure, Free to Play, Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure, Free to Play, Indie']",Rusty Lake,Rusty Lake,"20 Sep, 2018",https://store.steampowered.com/app/909080/Cube_Escape_Paradox/?snr=1_7_7_7000_150_23,Free
ICBM,Very Positive,"(1,355)",['Strategy'],"['Single-player', 'Online PvP', 'Online Co-op', 'Steam Workshop']",['Strategy'],SoftWarWare,Slitherine Ltd.,"17 Nov, 2020",https://store.steampowered.com/app/1178220/ICBM/?snr=1_7_7_7000_150_23,$10.49
ONE.,Very Positive,(201),"['Adventure, Simulation']","['Single-player', 'Steam Cloud']","['Adventure, Simulation']",novamicus,Shiravune,"21 Dec, 2023",https://store.steampowered.com/app/2432100/ONE/?snr=1_7_7_7000_150_23,$8.39
Squirrel Stapler,Overwhelmingly Positive,(885),['Action'],"['Single-player', 'Steam Achievements']",['Action'],David Szymanski,David Szymanski,"12 Sep, 2023",https://store.steampowered.com/app/2535830/Squirrel_Stapler/?snr=1_7_7_7000_150_23,$4.49
ONINAKI,Mixed,(321),"['Action, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Action, RPG']",Tokyo RPG Factory,Square Enix,"22 Aug, 2019",https://store.steampowered.com/app/987720/ONINAKI/?snr=1_7_7_7000_150_23,$15.99
Wild Card Football,Mixed,(127),"['Action, Casual, Sports']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Remote Play Together']","['Action, Casual, Sports']",Saber Interactive Inc.,Saber Interactive Inc.,"10 Oct, 2023",https://store.steampowered.com/app/1206370/Wild_Card_Football/?snr=1_7_7_7000_150_23,$21.69
GreedFall,Mostly Positive,"(15,329)",['RPG'],"['Single-player', 'Steam Achievements', 'Steam Cloud']",['RPG'],Spiders,Focus Entertainment,"10 Sep, 2019",https://store.steampowered.com/app/606880/GreedFall/?snr=1_7_7_7000_150_23,$24.99
Growing Up,Very Positive,"(2,466)","['Adventure, Casual, Indie, RPG, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Adventure, Casual, Indie, RPG, Simulation, Strategy']",Vile Monarch,Vile Monarch,"14 Oct, 2021",https://store.steampowered.com/app/1191120/Growing_Up/?snr=1_7_7_7000_150_23,$14.99
SpyParty,Very Positive,(982),"['Action, Indie, Simulation, Strategy, Early Access']",['Online PvP'],"['Action, Indie, Simulation, Strategy, Early Access']",Chris Hecker,Chris Hecker,"12 Apr, 2018",https://store.steampowered.com/app/329070/SpyParty/?snr=1_7_7_7000_150_23,$24.99
Secret Neighbor: Hello Neighbor Multiplayer,Very Positive,"(13,230)","['Action, Adventure, Indie']","['Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet']","['Action, Adventure, Indie']",Hologryph,tinyBuild,"24 Oct, 2019",https://store.steampowered.com/app/859570/Secret_Neighbor_Hello_Neighbor_Multiplayer/?snr=1_7_7_7000_150_23,$10.49
Survive the Nights,Mostly Positive,"(2,557)","['Action, Adventure, Indie, Massively Multiplayer, Simulation, Early Access']","['Single-player', 'Online PvP', 'LAN PvP', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","['Action, Adventure, Indie, Massively Multiplayer, Simulation, Early Access']",a2z Interactive,a2z Interactive,"21 Dec, 2017",https://store.steampowered.com/app/541300/Survive_the_Nights/?snr=1_7_7_7000_150_23,$7.20
Pure Rock Crawling,Very Positive,"(1,013)","['Racing, Simulation, Early Access']","['Single-player', 'Online Co-op', 'Steam Achievements']","['Racing, Simulation, Early Access']",Maciej Kuzianik,Maciej Kuzianik,"11 Apr, 2018",https://store.steampowered.com/app/824720/Pure_Rock_Crawling/?snr=1_7_7_7000_150_24,$5.99
Surviving the Aftermath,Mostly Positive,"(2,648)","['Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Simulation, Strategy']",Iceflake Studios,Paradox Interactive,"16 Nov, 2021",https://store.steampowered.com/app/684450/Surviving_the_Aftermath/?snr=1_7_7_7000_150_24,$17.99
Nuclear Throne,Overwhelmingly Positive,"(12,774)","['Action, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Remote Play on TV', 'Remote Play Together']","['Action, Indie, RPG']",Vlambeer,Vlambeer,"5 Dec, 2015",https://store.steampowered.com/app/242680/Nuclear_Throne/?snr=1_7_7_7000_150_24,$11.99
My Little Sister's Special Place,Positive,(30),['Adventure'],['Single-player'],['Adventure'],feng,Sekai Project,"26 Jun, 2023",https://store.steampowered.com/app/1977740/My_Little_Sisters_Special_Place/?snr=1_7_7_7000_150_24,$6.39
Star Chef 2: Cooking Game,Mostly Positive,(327),"['Casual, Free to Play, Indie, Simulation']","['Single-player', 'Steam Achievements', 'In-App Purchases']","['Casual, Free to Play, Indie, Simulation']",99Games Online Private Limited,99Games Online Private Limited,"10 Aug, 2021",https://store.steampowered.com/app/1612810/Star_Chef_2_Cooking_Game/?snr=1_7_7_7000_150_24,Free
SWORD ART ONLINE Last Recollection,Mixed,(320),"['Action, Adventure, RPG']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Action, Adventure, RPG']","AQURIA Co., Ltd.",Bandai Namco Entertainment,"6 Oct, 2023",https://store.steampowered.com/app/1566880/SWORD_ART_ONLINE_Last_Recollection/?snr=1_7_7_7000_150_24,$39.99
Port Royale 4,Mixed,"(1,122)","['Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Simulation, Strategy']",Gaming Minds,Kalypso Media,"25 Sep, 2020",https://store.steampowered.com/app/1024650/Port_Royale_4/?snr=1_7_7_7000_150_24,$39.99
Clicker Guardians,Mixed,(137),"['Casual, RPG, Free to Play, Early Access']","['Single-player', 'In-App Purchases']","['Casual, RPG, Free to Play, Early Access']",Quantumfrog,Gameforge 4D GmbH,"8 Jan, 2024",https://store.steampowered.com/app/2252330/Clicker_Guardians/?snr=1_7_7_7000_150_24,Free
DPS IDLE,Mixed,(624),"['Casual, Free to Play, Indie']","['Single-player', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud']","['Casual, Free to Play, Indie']",YDKR,YDKR,"22 Aug, 2021",https://store.steampowered.com/app/1349540/DPS_IDLE/?snr=1_7_7_7000_150_24,Free
Final Fantasy IV (3D Remake),Very Positive,"(2,208)",['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",['RPG'],Square Enix,Square Enix,"17 Sep, 2014",https://store.steampowered.com/app/312750/Final_Fantasy_IV_3D_Remake/?snr=1_7_7_7000_150_24,$12.99
Spiral Knights,Very Positive,"(23,235)","['Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG']","['Single-player', 'MMO', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","['Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG']",Grey Havens,Grey Havens,"14 Jun, 2011",https://store.steampowered.com/app/99900/Spiral_Knights/?snr=1_7_7_7000_150_24,Free
Bloons TD 5,Very Positive,"(9,706)","['Action, Strategy']","['Single-player', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']","['Action, Strategy']",Ninja Kiwi,Ninja Kiwi,"19 Nov, 2014",https://store.steampowered.com/app/306020/Bloons_TD_5/?snr=1_7_7_7000_150_24,$9.99
[Chilla's Art] Night Security | 夜間警備,Very Positive,(566),['Indie'],"['Single-player', 'Steam Achievements']",['Indie'],Chilla's Art,Chilla's Art,"17 Jun, 2023",https://store.steampowered.com/app/2367230/Chillas_Art_Night_Security/?snr=1_7_7_7000_150_24,$7.99
Sniper Elite V2 Remastered,Mostly Positive,"(2,464)",['Action'],"['Single-player', 'Online PvP', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on TV']",['Action'],Rebellion,Rebellion,"14 May, 2019",https://store.steampowered.com/app/728740/Sniper_Elite_V2_Remastered/?snr=1_7_7_7000_150_24,$34.99
Park Beyond,Mixed,(598),"['Casual, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']","['Casual, Simulation, Strategy']",Limbic Entertainment,Bandai Namco Europe S.A.S.,"16 Jun, 2023",https://store.steampowered.com/app/1368130/Park_Beyond/?snr=1_7_7_7000_150_24,$32.99
Sker Ritual,Mostly Positive,(662),"['Action, Adventure, Indie, Early Access']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']","['Action, Adventure, Indie, Early Access']",Wales Interactive,Wales Interactive,"6 Oct, 2022",https://store.steampowered.com/app/1492070/Sker_Ritual/?snr=1_7_7_7000_150_24,$10.49
Iron Harvest,Mostly Positive,"(9,725)",['Strategy'],"['Single-player', 'Online PvP', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Remote Play on TV']",['Strategy'],KING Art,Prime Matter,"1 Sep, 2020",https://store.steampowered.com/app/826630/Iron_Harvest/?snr=1_7_7_7000_150_24,$22.99
Rune Factory 4 Special,Very Positive,"(1,374)",['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",['RPG'],Marvelous Inc.,XSEED Games,"7 Dec, 2021",https://store.steampowered.com/app/1580240/Rune_Factory_4_Special/?snr=1_7_7_7000_150_24,$29.99
STEINS;GATE ELITE,Very Positive,"(1,170)",['Adventure'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']",['Adventure'],MAGES. Inc.,"Spike Chunsoft Co., Ltd.","19 Feb, 2019",https://store.steampowered.com/app/819030/STEINSGATE_ELITE/?snr=1_7_7_7000_150_24,$59.99
Ash of Gods: The Way,Very Positive,(279),"['Indie, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV']","['Indie, Strategy']",AurumDust,AurumDust,"27 Apr, 2023",https://store.steampowered.com/app/1293460/Ash_of_Gods_The_Way/?snr=1_7_7_7000_150_24,$9.36
Purple Place - Classic Games,Very Positive,(976),"['Casual, Indie, Simulation']","['Single-player', 'Steam Achievements']","['Casual, Indie, Simulation']",Sam Cohle,Sam Cohle,"20 Oct, 2023",https://store.steampowered.com/app/1117090/Purple_Place__Classic_Games/?snr=1_7_7_7000_150_24,$1.99
Rayman® Origins,Very Positive,"(3,784)","['Action, Adventure']","['Single-player', 'Remote Play on TV', 'Remote Play Together']","['Action, Adventure']",UBIart Montpellier,Ubisoft,"29 Mar, 2012",https://store.steampowered.com/app/207490/Rayman_Origins/?snr=1_7_7_7000_150_24,$15.99
Passpartout: The Starving Artist,Very Positive,"(5,662)","['Casual, Indie, Simulation']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Casual, Indie, Simulation']",Flamebait Games,Flamebait Games,"6 Jun, 2017",https://store.steampowered.com/app/582550/Passpartout_The_Starving_Artist/?snr=1_7_7_7000_150_24,$9.99
AI＊Shoujo/AI＊少女,Mostly Positive,"(2,030)",['Simulation'],"['Single-player', 'Remote Play on Phone', 'Remote Play on Tablet']",['Simulation'],ILLUSION,ILLUSION,"17 Mar, 2020",https://store.steampowered.com/app/1250650/AIShoujoAI/?snr=1_7_7_7000_150_24,$69.99
Farming Simulator 15,Very Positive,"(12,286)",['Simulation'],"['Single-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",['Simulation'],Giants Software,Giants Software,"30 Oct, 2014",https://store.steampowered.com/app/313160/Farming_Simulator_15/?snr=1_7_7_7000_150_24,$5.29
Granny Simulator,Very Positive,"(3,715)","['Casual, Indie, Simulation, Early Access']",['Single-player'],"['Casual, Indie, Simulation, Early Access']",Nick Kestle,Nick Kestle,"17 Aug, 2019",https://store.steampowered.com/app/1053680/Granny_Simulator/?snr=1_7_7_7000_150_24,$4.99
Yu-Gi-Oh! Legacy of the Duelist : Link Evolution,Very Positive,"(2,989)",['Simulation'],"['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",['Simulation'],Other Ocean Emeryville,KONAMI,"24 Mar, 2020",https://store.steampowered.com/app/1150640/YuGiOh_Legacy_of_the_Duelist__Link_Evolution/?snr=1_7_7_7000_150_24,$18.99
Danganronpa Another Episode: Ultra Despair Girls,Very Positive,"(4,675)",['Action'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']",['Action'],"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.","27 Jun, 2017",https://store.steampowered.com/app/555950/Danganronpa_Another_Episode_Ultra_Despair_Girls/?snr=1_7_7_7000_150_24,$14.99
Paper Bride 5 Two Lifetimes,Very Positive,(338),"['Adventure, Casual, Indie, RPG']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure, Casual, Indie, RPG']",HeartBeat Plus,HeartBeat Plus,"1 Dec, 2023",https://store.steampowered.com/app/2600570/Paper_Bride_5_Two_Lifetimes/?snr=1_7_7_7000_150_24,$5.79
Detective Girl of the Steam City,Very Positive,"(1,587)","['Indie, RPG']","['Single-player', 'Steam Trading Cards', 'Steam Cloud']","['Indie, RPG']",Clymenia,Kagura Games,"19 Jul, 2019",https://store.steampowered.com/app/1012030/Detective_Girl_of_the_Steam_City/?snr=1_7_7_7000_150_24,$1.30
Death and Taxes,Very Positive,"(4,617)","['Adventure, Casual, Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet']","['Adventure, Casual, Indie, Simulation, Strategy']",Placeholder Gameworks,Placeholder Gameworks,"20 Feb, 2020",https://store.steampowered.com/app/1166290/Death_and_Taxes/?snr=1_7_7_7000_150_24,$7.49
Soul Hackers 2,Mixed,"(1,767)",['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",['RPG'],ATLUS,SEGA,"26 Aug, 2022",https://store.steampowered.com/app/1777620/Soul_Hackers_2/?snr=1_7_7_7000_150_24,$59.99
Xuan-Yuan Sword: Mists Beyond the Mountains,Very Positive,(590),['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",['RPG'],SOFTSTAR ENTERTAINMENT,方块游戏(CubeGame),"26 Jul, 2023",https://store.steampowered.com/app/1638230/XuanYuan_Sword_Mists_Beyond_the_Mountains/?snr=1_7_7_7000_150_24,$7.79
Call of Duty®: Ghosts,Mixed,"(10,806)",['Action'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards', 'Remote Play on TV']",['Action'],Infinity Ward,Activision,"25 Mar, 2014",https://store.steampowered.com/app/209160/Call_of_Duty_Ghosts/?snr=1_7_7_7000_150_24,$59.99
HROT,Overwhelmingly Positive,"(3,690)","['Action, Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']","['Action, Indie']",Spytihněv,Spytihněv,"16 May, 2023",https://store.steampowered.com/app/824600/HROT/?snr=1_7_7_7000_150_24,$19.99
Just Act Natural,Very Positive,"(4,758)","['Action, Casual, Free to Play, Indie']",['Online PvP'],"['Action, Casual, Free to Play, Indie']",Conor Garity,Conor Garity,"25 Mar, 2022",https://store.steampowered.com/app/1485080/Just_Act_Natural/?snr=1_7_7_7000_150_24,Free
Stonehearth,Mostly Positive,"(9,864)","['Indie, Simulation, Strategy']","['Single-player', 'Online PvP', 'Shared/Split Screen PvP', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Trading Cards', 'Steam Workshop', 'Remote Play Together']","['Indie, Simulation, Strategy']",Radiant Entertainment,(none),"25 Jul, 2018",https://store.steampowered.com/app/253250/Stonehearth/?snr=1_7_7_7000_150_24,$19.99
The Four Kings Casino and Slots,Mixed,"(3,698)","['Casual, Free to Play, Massively Multiplayer, Simulation']","['MMO', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Valve Anti-Cheat enabled']","['Casual, Free to Play, Massively Multiplayer, Simulation']",Digital Leisure Inc.,Digital Leisure Inc.,"1 Jun, 2015",https://store.steampowered.com/app/260430/The_Four_Kings_Casino_and_Slots/?snr=1_7_7_7000_150_24,Free
Topple Tactics,Very Positive,(773),"['Action, Casual, Indie, Strategy']",['Online PvP'],"['Action, Casual, Indie, Strategy']",Braian Strak,Tewtiy,"20 Oct, 2023",https://store.steampowered.com/app/2390260/Topple_Tactics/?snr=1_7_7_7000_150_24,$9.99
Garten of Banban 2,Mixed,"(2,894)","['Action, Adventure, Casual, Indie']",['Single-player'],"['Action, Adventure, Casual, Indie']",Euphoric Brothers,Euphoric Brothers,"3 Mar, 2023",https://store.steampowered.com/app/2262770/Garten_of_Banban_2/?snr=1_7_7_7000_150_24,$4.99
FATE,Overwhelmingly Positive,"(3,184)","['Action, Adventure, RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","['Action, Adventure, RPG']",WildTangent,WildTangent,"18 May, 2005",https://store.steampowered.com/app/246840/FATE/?snr=1_7_7_7000_150_24,$7.99
Anno 2070™,Mixed,"(10,882)",['Strategy'],"['Single-player', 'Steam Trading Cards']",['Strategy'],Blue Byte,Ubisoft,"17 Nov, 2011",https://store.steampowered.com/app/48240/Anno_2070/?snr=1_7_7_7000_150_24,$15.99
Youtubers Life 2,Mostly Positive,"(1,656)","['Adventure, Casual, Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Cloud']","['Adventure, Casual, Indie, Simulation, Strategy']",UPLAY Online,🚀 Raiser Games,"19 Oct, 2021",https://store.steampowered.com/app/1493760/Youtubers_Life_2/?snr=1_7_7_7000_150_24,$29.99
RollerCoaster Tycoon World™,Mostly Negative,"(3,072)","['Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']","['Simulation, Strategy']",Nvizzio Creations,Atari,"16 Nov, 2016",https://store.steampowered.com/app/282560/RollerCoaster_Tycoon_World/?snr=1_7_7_7000_150_24,$14.99
Red Solstice 2: Survivors,Mostly Positive,"(2,403)","['RPG, Strategy']","['Single-player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['RPG, Strategy']",Ironward,505 Games,"17 Jun, 2021",https://store.steampowered.com/app/768520/Red_Solstice_2_Survivors/?snr=1_7_7_7000_150_24,$14.99
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,Very Positive,"(12,073)","['Action, Adventure, Casual']","['Single-player', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']","['Action, Adventure, Casual']",Purple Lamp,THQ Nordic,"23 Jun, 2020",https://store.steampowered.com/app/969990/SpongeBob_SquarePants_Battle_for_Bikini_Bottom__Rehydrated/?snr=1_7_7_7000_150_24,$14.99
Sixtar Gate: STARTRAIL,Very Positive,"(1,101)","['Action, Casual, Indie, Early Access']","['Single-player', 'Online Co-op', 'Steam Achievements']","['Action, Casual, Indie, Early Access']",Starlike Inc.,"CFK Co., Ltd.","6 Nov, 2021",https://store.steampowered.com/app/1802720/Sixtar_Gate_STARTRAIL/?snr=1_7_7_7000_150_24,$24.99
Sudden Strike 4,Mostly Positive,"(5,501)",['Strategy'],"['Single-player', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on TV']",['Strategy'],Kite Games,Kalypso Media,"11 Aug, 2017",https://store.steampowered.com/app/373930/Sudden_Strike_4/?snr=1_7_7_7000_150_24,$19.99
Cartel Tycoon,Mostly Positive,"(2,307)","['Action, Indie, Simulation, Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']","['Action, Indie, Simulation, Strategy']",Moon Moose,tinyBuild,"26 Jul, 2022",https://store.steampowered.com/app/1220140/Cartel_Tycoon/?snr=1_7_7_7000_150_24,$14.99
Undernauts: Labyrinth of Yomi,Very Positive,(95),['RPG'],"['Single-player', 'Steam Achievements', 'Remote Play Together']",['RPG'],EXPERIENCE,Aksys Games,"4 Nov, 2021",https://store.steampowered.com/app/1570510/Undernauts_Labyrinth_of_Yomi/?snr=1_7_7_7000_150_25,$59.99
